taxonomy.name	D2000120	D2000121	D2000122	D2000123	D2000124	D2000125	D2000126	D2000127	D2000128	D2000129	D2000130	D2000131	D2000132	D2000134	D2000135	D2000137	D2000138	D2000139	D2000140	D2000141	D2000142	D2000143	D2000144	D2000145
                Sulfuriroseicoccus	10	0	0	0	0	28	0	144	12	71	35	0	12	0	33	0	11	96	81	0	0	33	30	0
                Sutcliffiella	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                Symbiobacterium	19	21	29	0	24	51	19	67	19	35	20	39	32	10	53	14	18	90	31	20	30	43	36	0
                Symmachiella	0	0	0	0	0	0	0	61	0	44	15	0	29	0	37	0	0	55	25	0	13	53	19	11
                Tautonia	75	120	60	34	54	153	35	322	52	142	89	172	144	67	326	46	46	384	90	81	91	161	370	39
                Telmatocola	0	0	0	0	0	10	0	42	0	17	0	0	17	0	30	0	0	51	14	0	0	21	20	0
                Tepidiforma	18	34	0	0	11	90	12	175	22	76	56	45	72	41	95	31	18	183	48	44	37	75	68	0
                Terribacillus	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                Tessaracoccus	406	234	359	277	404	1548	307	1135	302	1178	328	854	441	453	3193	290	523	1360	280	608	733	727	990	248
                Tetragenococcus	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                Tetrasphaera	1005	572	656	391	824	2499	576	2182	445	856	844	978	343	889	3247	510	1532	925	473	792	1911	1579	1069	537
                Thalassoglobus	0	0	0	0	0	0	0	13	0	14	0	0	0	0	0	0	0	10	0	0	0	0	0	0
                Thermacetogenium	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                Thermanaerosceptrum	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	17	0	0	0	16	0	0
                Thermoactinomyces	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
                Thermobacillus	21	0	0	0	0	45	0	60	17	30	15	38	19	11	40	0	11	99	28	19	12	21	27	14
                Thermobifida	176	114	189	127	180	742	93	485	188	686	162	488	229	179	1397	132	204	602	98	359	310	270	410	121
                Thermobispora	129	69	189	79	212	977	103	256	121	435	75	312	120	129	833	148	208	341	55	468	192	134	236	168
                Thermoclostridium	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                Thermogutta	0	0	0	0	0	10	0	33	0	15	0	0	0	0	13	0	0	28	0	0	0	0	0	0
                Thermoleophilum	84	98	43	23	76	184	63	165	44	90	74	122	149	67	485	35	65	323	54	103	95	97	171	26
                Thermomicrobium	14	0	0	0	0	14	0	38	0	16	10	16	14	0	24	0	0	24	10	11	0	17	25	0
                Thermomonospora	475	166	615	343	371	1987	251	1140	271	1563	275	922	428	515	2504	323	452	1036	297	1191	442	408	721	251
                Thermophilibacter	0	0	0	0	0	10	0	28	0	17	0	0	0	0	36	0	0	33	0	14	13	11	0	0
                Thermus	0	0	0	0	0	45	0	89	0	56	0	25	0	0	89	0	0	141	0	0	0	35	51	0
                Thomasclavelia	0	0	0	0	0	0	0	28	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
                Tichowtungia	0	0	0	0	0	12	0	29	0	16	17	0	0	0	0	0	0	27	12	0	12	12	0	0
                Tomitella	111	61	91	92	86	470	70	290	99	453	85	263	85	165	844	72	124	362	89	165	172	143	301	66
                Truepera	0	0	18	0	0	60	0	82	0	29	26	20	21	0	53	0	16	75	13	20	16	23	31	0
                Trueperella	11	17	36	0	18	111	15	106	0	136	34	70	34	48	251	21	44	119	13	27	49	76	64	0
                Tsukamurella	348	165	309	239	324	1402	247	955	267	1373	282	861	335	405	3128	209	317	1050	228	611	562	577	979	207
                Tumebacillus	18	0	12	0	23	87	0	100	0	55	18	38	32	16	59	0	0	106	30	14	23	53	47	0
                Tuwongella	0	0	0	0	0	18	0	54	10	25	11	17	15	0	19	0	11	65	19	0	0	0	29	0
                Urbifossiella	74	56	59	49	81	234	78	1050	32	392	279	103	188	48	323	45	42	1206	229	110	81	429	235	36
                Vaginimicrobium	0	0	0	0	0	12	0	15	0	0	0	14	0	0	31	0	0	0	0	0	0	0	0	0
                Vagococcus	10	0	0	0	0	0	0	0	0	15	14	12	0	0	0	0	0	0	0	0	0	13	0	0
                Vallitalea	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                Varibaculum	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	12	0	0	0	0	0	0
                Verrucomicrobium	64	21	34	15	27	92	19	804	20	417	157	81	70	18	588	17	49	546	279	121	69	172	635	0
                Vescimonas	0	0	0	0	0	25	0	82	0	0	0	0	0	0	16	0	25	58	26	0	0	0	0	0
                Virgibacillus	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                Viridibacillus	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                Vulgatibacter	17	0	23	15	18	83	22	310	19	88	43	47	71	54	55	15	22	334	77	39	25	79	93	11
                Wansuia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
                Weissella	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
                Weizmannia	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0
                Winkia	0	0	0	0	0	18	0	19	0	0	0	0	0	0	54	0	0	0	0	15	0	21	0	0
                Xiamenia	0	0	0	0	0	12	0	24	0	0	0	0	0	0	16	0	0	31	0	0	0	0	0	0
                Xylanimonas	568	148	234	1108	204	978	148	2663	203	5339	715	537	532	470	19400	165	550	1595	559	398	396	2495	1027	142
                Yimella	87	52	85	51	80	247	47	260	75	230	90	152	53	84	649	56	120	211	55	97	156	144	205	45
                Yinghuangia	152	85	167	119	138	684	115	372	159	515	109	594	215	138	1224	147	222	387	97	249	248	241	372	86
                Zymobacter	0	0	0	0	0	12	0	42	0	15	0	21	13	0	16	0	0	46	11	0	11	21	15	0
              Abyssibius	20	0	0	0	11	44	0	75	0	50	27	35	21	0	32	11	12	58	28	0	11	39	30	19
              Acetobacter	50	42	48	0	37	193	27	460	59	147	58	126	83	40	124	20	40	326	63	43	90	150	143	0
              Achromobacter	33225	2429	174774	20699	12259	36543	4525	13046	6619	6730	2178	15187	2744	48769	70111	3870	55659	10384	3326	42276	52919	6440	172463	3969
              Acidibrevibacterium	36	31	40	26	35	157	35	199	64	78	52	148	70	24	66	11	41	145	59	58	90	72	115	41
              Acidiferrobacter	28	16	0	0	15	81	0	183	0	77	32	71	36	0	52	16	0	178	55	33	18	68	74	0
              Acidihalobacter	116	17	98	12	65	230	72	580	89	199	114	192	135	52	125	23	65	521	142	87	126	186	201	48
              Acidiphilium	65	0	43	29	0	223	0	382	95	215	57	150	95	45	143	44	0	307	85	85	144	132	140	0
              Acidisarcina	31	30	0	0	14	43	25	73	128	38	29	246	48	17	32	13	33	82	12	23	154	32	143	14
              Acidithiobacillus	23	0	26	0	0	124	36	375	29	158	36	127	33	0	92	0	17	269	90	35	68	103	100	15
              Acidobacterium	19	16	14	0	15	42	0	120	95	36	25	257	41	20	51	0	16	97	34	18	109	39	154	13
              Acidocella	47	13	33	13	23	87	19	204	44	78	49	97	58	29	75	16	30	153	33	53	62	77	83	29
              Acidovorax	5357	2787	9937	3148	8019	29384	6002	104589	3963	50280	19748	9635	4449	6265	8274	3795	2785	88047	30004	12677	4592	52525	15490	1731
              Acinetobacter	7435	531	15229	1525	135	938	544	4492	909	23705	552	35235	249	34337	35889	93	2146	18077	3154	3813	5203	1763	159894	203
              Actibacterium	42	23	18	0	23	89	33	195	29	137	80	82	32	30	62	0	24	166	46	38	53	86	77	0
              Actinobacillus	0	0	0	0	0	20	0	83	0	0	0	0	0	17	0	0	0	60	0	0	0	30	15	0
              Acuticoccus	93	56	91	40	74	282	60	420	93	252	160	195	122	89	242	37	50	433	129	82	139	187	192	51
              Advenella	53	11	90	34	31	154	44	250	29	99	41	52	33	55	70	0	26	181	68	79	61	141	112	24
              Aequoribacter	0	0	0	0	0	17	0	35	0	0	0	0	0	0	0	0	0	24	0	0	0	37	0	0
              Aeromonas	411	227	416	211	208	1443	229	3200	287	1363	526	781	490	348	895	106	252	2648	765	502	526	1318	871	175
              Aerosticca	781	266	228	108	148	920	196	2602	2875	512	271	2868	404	323	400	81	471	769	483	182	2681	303	1252	1164
              Aestuariispira	11	22	10	0	0	45	15	127	15	43	30	37	24	0	41	0	11	95	27	17	23	37	34	16
              Afipia	1490	769	2023	606	2420	9644	1514	2483	1348	2645	537	6600	1729	1570	3349	1225	1693	3223	562	1914	4352	1366	4552	813
              Agarilytica	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	25	0	0	0	31	0	0
              Agarivorans	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	43	17	0	0	58	0	0
              Aggregatibacter	0	0	0	0	0	0	0	73	0	32	0	0	0	0	0	0	0	32	0	0	0	23	0	0
              Ahniella	147	55	60	29	48	187	46	706	124	189	121	184	126	83	92	31	67	295	182	91	131	103	288	116
              Alcaligenes	92	53	370	59	100	461	79	740	90	336	155	210	64	144	216	52	162	641	189	140	171	405	370	0
              Alcanivorax	78	30	77	21	56	246	44	618	89	226	135	154	103	72	168	53	69	441	149	116	106	237	180	56
              Aliamphritea	0	0	12	0	0	13	0	62	0	15	10	10	0	0	30	0	0	75	13	12	0	53	12	0
              Aliarcobacter	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Alicycliphilus	583	319	957	278	568	2779	552	5396	716	2997	889	1266	607	588	774	335	229	5247	1592	1391	598	2498	1437	168
              Aliiroseovarius	0	12	0	0	14	68	0	137	19	84	46	55	45	12	59	0	17	128	61	15	53	94	62	11
              Aliivibrio	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	21	0	0	0	32	0	0
              Alkalilimnicola	30	0	23	0	21	76	22	207	26	65	40	54	38	12	64	0	28	208	49	23	33	52	55	25
              Alkalimarinus	0	0	0	0	0	0	0	88	0	25	0	0	0	0	0	0	0	58	0	0	0	58	0	0
              Alloacidobacterium	23	25	11	12	0	42	19	74	109	13	23	240	43	15	38	0	11	97	14	14	156	33	149	15
              Alloalcanivorax	31	15	72	0	30	153	48	324	44	142	52	96	41	20	81	28	43	162	85	83	47	85	101	0
              Allochromatium	76	42	69	30	45	194	38	483	62	195	61	176	87	52	104	0	44	318	70	54	78	144	166	32
              Allosphingosinicella	402	94	185	84	105	727	146	1409	291	400	349	612	182	176	329	92	258	630	344	211	488	493	393	188
              Altererythrobacter	1070	182	344	146	265	1637	325	5815	527	1390	1438	1001	320	402	951	250	509	1750	1185	505	916	1592	983	395
              Alysiella	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	16	0	0	0	27	0	0
              Aminithiophilus	18	0	0	0	0	26	0	18	0	16	13	0	10	0	26	0	0	35	0	0	0	16	13	0
              Aminobacter	1321	447	240	326	400	1449	257	10023	269	14475	4649	740	666	697	6707	250	589	6154	3335	2845	734	6911	5613	648
              Aminomonas	0	0	0	0	0	0	0	25	0	11	0	0	0	0	23	0	0	19	0	0	0	0	0	0
              Amphritea	13	0	0	0	15	34	0	72	0	13	15	11	0	10	0	0	0	41	0	0	0	42	0	0
              Ancylobacter	363	191	266	166	325	951	208	1738	258	1154	580	754	454	331	1057	131	262	1859	507	409	567	961	759	246
              Antarctobacter	20	0	10	13	14	76	13	79	0	49	22	51	27	14	46	0	0	91	16	18	27	52	30	15
              Aquabacter	87	37	39	28	81	223	61	391	63	205	114	202	67	93	227	18	41	340	82	70	88	232	153	47
              Aquabacterium	1291	542	1860	470	1093	7081	1209	8173	1600	4246	1014	3431	1191	1512	1371	704	534	8305	2575	2944	1632	3567	3015	480
              Aquaspirillum	14	15	33	21	22	124	22	186	11	111	50	60	27	18	22	18	22	151	53	32	25	93	64	15
              Aquella	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
              Aquibium	276	124	175	115	231	710	116	1500	153	1178	573	369	273	265	1239	108	217	1567	508	263	333	816	593	162
              Aquicella	0	0	0	0	0	0	0	59	0	15	17	27	0	0	18	0	0	40	0	0	0	0	18	0
              Aquincola	1131	569	2049	460	1026	6645	1197	9152	1323	4565	1063	2726	1092	1065	1161	668	434	8511	2298	3094	1367	2851	2642	399
              Aquirhabdus	0	0	0	0	0	0	0	30	0	10	0	0	0	0	0	0	0	17	0	0	0	17	0	0
              Aquisalimonas	37	24	16	15	12	106	28	236	28	58	46	51	57	25	68	0	25	141	46	32	37	66	64	13
              Aquisalinus	38	12	11	11	34	106	19	167	25	69	64	66	22	40	42	14	27	152	48	26	40	99	66	14
              Aquisediminimonas	75	47	28	23	32	198	46	295	66	131	67	128	52	62	75	43	85	133	71	46	133	94	102	72
              Aquitalea	65	36	91	30	86	381	107	587	70	227	108	183	93	79	123	25	21	428	156	119	101	318	161	0
              Arenimonas	1050	179	684	172	369	1461	335	26642	252	4081	4116	435	412	376	1073	143	278	5267	10138	415	415	2289	1179	381
              Aristophania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
              Aromatoleum	279	175	378	97	192	1169	241	1310	229	629	276	549	341	225	442	129	135	1178	391	503	336	574	586	143
              Arsenophonus	0	178	0	0	0	0	0	0	0	0	26	0	0	146	0	0	0	0	0	0	0	0	23	0
              Asaia	19	0	0	0	10	62	17	111	27	50	32	86	35	27	42	13	58	82	30	30	39	51	49	24
              Asticcacaulis	227	70	207	95	161	684	131	2349	190	1053	605	459	206	212	277	82	149	1608	525	253	276	1140	326	181
              Atlantibacter	0	56	32	0	11	23	0	41	0	29	64	48	14	56	30	14	14	34	11	17	0	40	44	0
              Aurantiacibacter	419	79	155	54	147	785	140	2812	257	824	576	529	215	150	453	74	280	900	561	209	440	784	457	153
              Aurantimonas	114	46	63	35	95	299	95	568	56	398	182	215	150	88	312	45	95	661	135	145	198	331	201	75
              Aureimonas	456	218	347	219	513	1225	548	2212	312	1624	933	860	580	372	1237	198	394	3289	612	481	1015	1550	1006	260
              Avibacterium	0	0	0	0	0	0	0	50	0	0	10	0	0	0	0	0	0	19	20	0	0	12	0	0
              Azoarcus	331	216	486	159	299	1582	331	1995	312	977	351	683	387	328	560	174	198	1770	557	729	427	941	822	164
              Azorhizobium	82	34	66	20	84	251	57	400	67	275	109	191	92	54	184	39	60	418	113	71	128	227	189	45
              Azospira	214	83	252	85	163	1024	185	1176	173	618	235	431	271	179	362	113	86	1235	343	345	252	637	455	58
              Azospirillum	925	454	856	368	717	2943	768	5121	860	2619	1160	1833	1099	857	2315	354	642	4102	1205	1162	1272	2187	1920	457
              Bacterioplanes	0	0	0	0	0	21	0	48	0	0	0	0	0	0	0	0	0	45	0	0	0	49	12	0
              Bacterioplanoides	0	0	0	0	0	19	0	34	0	10	0	0	0	0	0	0	0	36	0	0	0	38	0	0
              Bacteriovorax	0	0	0	0	0	14	0	303	0	96	226	0	0	0	0	0	0	161	75	0	0	205	0	0
              Bartonella	0	0	16	0	0	28	0	105	0	68	18	36	0	17	51	0	61	81	0	14	22	55	37	0
              Basilea	0	0	0	0	0	0	0	35	0	11	0	0	0	0	0	0	0	12	0	0	0	11	0	0
              Bdellovibrio	0	0	0	0	0	49	0	664	0	145	96	0	18	0	13	0	16	256	200	15	19	205	15	0
              Beggiatoa	0	0	0	0	0	0	0	37	0	15	0	0	0	0	0	0	0	29	11	0	0	25	12	0
              Beijerinckia	32	13	19	12	40	109	13	176	25	122	54	63	38	30	103	23	26	113	43	40	64	77	101	16
              Bermanella	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	16	0	0	0	43	0	0
              Bibersteinia	0	0	0	0	0	0	0	14	0	15	0	0	0	0	0	0	0	0	0	0	0	17	0	0
              Bisgaardia	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Blastochloris	138	96	86	60	144	428	114	689	165	451	224	383	258	99	411	50	111	751	163	156	289	436	349	85
              Blastomonas	215	82	132	60	91	599	148	1234	143	400	248	422	138	155	224	50	213	460	243	197	347	404	285	160
              Bordetella	2087	855	6455	1555	1770	7829	1824	9255	1750	4669	1676	3765	1505	2810	4527	1030	2436	8186	2405	3542	3644	4513	8162	782
              Bosea	5011	1042	3771	5664	26434	20317	2655	15694	2958	42818	4925	4480	4027	5325	30357	2213	5446	21890	2877	7139	9529	14540	12973	8000
              Brachyspira	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
              Bradymonas	0	0	11	0	0	34	0	94	14	28	17	12	17	10	10	0	0	84	18	0	20	32	25	0
              Bradyrhizobium	106017	98872	144517	62008	161483	802438	79025	141590	55063	160766	32834	318562	130028	183484	256339	81117	264075	207401	28178	185529	188526	87413	325645	48559
              Brenneria	43	125	72	46	19	123	0	234	27	82	101	81	31	139	82	0	35	187	57	42	29	103	162	0
              Breoghania	73	57	64	34	58	199	57	395	49	260	143	168	89	57	200	24	70	352	115	64	102	231	176	35
              Brevirhabdus	40	18	26	0	22	109	24	233	0	103	52	48	36	22	99	0	28	219	66	32	58	74	60	22
              Brevundimonas	4246	908	1667	2335	2774	5711	2187	94210	1454	18457	26165	3494	2044	2591	7596	505	2150	20647	18937	2519	2550	39928	3378	1626
              Breznakiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
              Buchnera	179	0	0	0	0	11	0	75	11	83	19	53	0	19	40	0	179	48	24	152	133	43	1232	0
              Burkholderia	5653	6347	9353	14715	5147	32121	6337	22909	13987	11302	5086	32830	6677	9550	10475	3918	6812	21306	6891	12369	17456	10451	20766	3406
              Buttiauxella	27	394	78	25	0	38	0	103	0	0	260	36	16	144	27	0	0	37	0	57	0	44	62	0
              Caballeronia	875	990	1221	564	938	4762	1098	3437	2308	1619	727	4700	905	1281	1444	592	595	3150	873	1713	2742	1700	5878	490
              Caenibius	185	28	75	50	69	453	102	931	97	367	205	316	117	87	199	31	153	551	219	118	275	283	198	65
              Caldichromatium	0	0	10	0	0	32	14	84	12	17	16	36	23	10	24	0	0	71	23	10	12	46	22	0
              Caldimonas	1659	896	2995	648	1543	10223	1723	10539	1939	5525	1202	4072	1636	1570	1593	1133	792	10379	2778	4734	2034	3699	4031	659
              Caldithrix	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	19	12	0	0	0	10	0
              Caminibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
              Campylobacter	21	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Candidatus Endolissoclinum	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Candidatus Endoriftia	15	0	16	10	11	24	17	88	27	33	20	37	26	14	30	14	0	69	15	19	16	43	42	16
              Candidatus Fukatsuia	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Candidatus Ichthyocystis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	0	0
              Candidatus Koribacter	27	20	21	0	16	55	27	121	81	19	34	127	40	16	37	0	22	136	30	34	76	30	123	11
              Candidatus Methylopumilus	93	20	86	13	56	145	36	1384	0	563	245	27	12	19	16	54	0	496	309	60	15	572	81	0
              Candidatus Methylospira	15	0	21	0	13	42	0	90	11	46	21	21	19	11	19	0	0	100	23	12	22	50	41	0
              Candidatus Nitrosacidococcus	0	0	0	0	0	21	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Candidatus Nitrosoglobus	0	0	0	0	0	0	0	17	0	11	0	0	0	0	0	0	0	10	0	0	0	0	0	0
              Candidatus Nitrotoga	0	0	0	0	0	81	23	178	0	97	61	35	0	15	20	0	0	130	60	30	0	96	29	0
              Candidatus Paracaedibacter	0	0	0	0	0	29	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
              Candidatus Pelagibacter	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Candidatus Phaeomarinobacter	10	0	0	0	0	60	0	110	18	39	24	42	26	19	28	0	26	71	35	18	41	46	51	12
              Candidatus Puniceispirillum	0	0	0	0	0	18	0	20	0	16	0	0	0	0	0	0	0	22	0	0	0	0	0	0
              Candidatus Ruthia	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Candidatus Symbiobacter	28	25	88	20	42	197	54	336	34	123	44	100	37	50	51	27	23	265	78	78	39	132	97	18
              Candidatus Vallotia	0	12	0	0	0	11	0	53	14	32	0	26	0	0	0	0	0	26	0	11	0	16	17	0
              Candidatus Viadribacter	29	12	19	15	16	66	16	214	25	106	59	46	48	25	39	17	25	236	41	17	45	92	69	15
              Cardiobacterium	12	0	14	10	0	67	0	162	0	58	46	45	35	0	28	0	25	112	49	12	30	52	48	0
              Casimicrobium	66	20	97	39	69	374	111	629	71	241	98	138	73	68	116	40	50	497	167	141	95	183	183	51
              Castellaniella	123	45	191	63	120	531	134	669	191	297	111	299	158	116	208	54	50	641	233	208	193	351	351	47
              Catenovulum	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	12	11	0	0	40	0	0
              Caulobacter	34952	5707	58924	7723	14654	210898	26794	147528	23061	67160	24310	35814	6642	32264	81457	37025	20533	62398	19535	88657	25936	83515	16317	62485
              Cedecea	22	163	146	65	44	124	29	711	19	65	167	122	21	213	85	18	33	202	44	127	49	131	144	0
              Celeribacter	93	26	68	23	53	211	64	518	71	234	147	175	143	55	255	0	59	415	144	60	99	241	194	28
              Celerinatantimonas	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
              Cellvibrio	116	0	37	24	65	141	29	8605	0	1275	2032	106	41	25	54	0	0	7623	3679	23	28	17451	89	0
              Cereibacter	127	66	98	59	126	388	85	845	102	438	228	258	130	122	357	73	127	889	184	183	170	451	295	48
              Chania	17	83	22	22	0	11	0	32	0	0	18	38	0	229	23	0	0	30	0	11	28	23	100	0
              Chelatococcus	201	93	142	106	185	524	116	822	149	592	304	366	242	164	595	53	160	984	266	219	314	534	428	119
              Chenggangzhangella	131	55	103	45	128	518	75	518	91	425	194	191	155	85	302	54	93	854	139	126	154	373	228	59
              Chitinibacter	14	0	36	0	0	51	12	167	0	60	47	16	0	12	10	0	0	127	40	0	0	95	49	0
              Chitinimonas	235	163	363	134	239	1240	337	1505	231	742	266	583	289	245	345	141	143	1502	478	426	314	777	527	126
              Chitiniphilus	56	31	91	28	46	249	74	418	48	154	71	113	78	62	82	41	45	343	101	81	63	191	119	35
              Chitinolyticbacter	57	35	66	29	41	214	67	392	58	183	76	116	59	40	78	45	42	321	95	97	70	144	140	25
              Chromohalobacter	24	0	19	13	23	64	0	117	31	51	25	50	43	14	67	0	14	92	45	35	30	63	34	19
              Ciceribacter	85	53	45	68	143	315	75	476	49	497	225	136	77	102	320	84	64	527	171	77	116	339	186	71
              Citrifermentans	0	0	0	0	0	50	12	129	0	72	30	22	56	0	182	0	0	138	43	15	0	46	34	0
              Citrobacter	229	717	1025	482	579	532	99	824	71	216	1215	743	111	1229	744	177	236	767	141	1765	564	325	1008	0
              Citromicrobium	144	30	72	42	76	348	94	899	138	256	222	270	94	104	214	48	108	328	232	92	243	243	193	79
              Cloacibacillus	0	0	0	0	0	0	0	41	0	0	0	0	0	0	11	0	0	24	0	0	13	0	0	0
              Cobetia	0	0	0	0	30	114	0	385	56	152	51	114	40	0	94	0	63	357	59	81	54	131	66	0
              Cognaticolwellia	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
              Cognatishimia	12	0	10	10	0	51	0	74	15	34	11	40	20	0	40	12	18	54	12	14	18	32	26	0
              Cohaesibacter	18	0	11	10	11	62	19	114	12	86	44	45	33	21	49	11	29	91	37	16	30	68	63	13
              Collimonas	610	576	2672	780	1335	4701	1988	3514	741	2277	1177	3330	762	993	1077	736	448	4429	1492	1491	986	4379	4024	243
              Colwellia	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	19	0	0	0	39	0	0
              Comamonas	2320	5263	11254	3350	2476	10462	2323	22808	1499	9673	3336	5200	1953	4248	3429	1350	2702	17945	5653	5352	4676	8371	26821	736
              Conchiformibius	0	0	0	0	0	0	0	32	0	10	10	0	0	0	0	0	0	12	15	0	0	22	0	0
              Congregibacter	14	0	0	0	0	24	0	94	14	35	19	23	0	0	11	0	0	41	14	0	0	27	21	0
              Coxiella	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	27	0	0	0	13	0	0
              Crenobacter	62	29	81	44	59	256	72	337	77	169	61	130	60	49	99	29	38	298	107	122	92	170	153	36
              Croceibacterium	207	39	70	34	75	382	58	1155	104	345	270	204	61	61	202	30	93	398	248	108	178	320	173	68
              Croceicoccus	777	233	404	161	315	1736	386	3886	596	1195	968	1126	332	383	831	202	563	1631	946	502	1004	1238	1121	438
              Cronobacter	163	430	329	70	76	230	26	329	29	150	184	282	69	474	164	38	289	219	75	132	258	111	483	0
              Cupriavidus	3926	2406	7153	2353	4354	21121	5094	23121	3917	11967	4552	8468	3893	4535	6710	2615	2585	21414	6305	8613	5591	16054	9364	1538
              Curvibacter	96	31	212	68	161	569	104	1330	57	611	236	123	79	96	158	88	57	951	347	272	64	472	201	35
              Dechloromonas	153	80	278	82	174	740	192	1181	141	573	240	372	181	165	268	122	87	992	399	281	259	562	400	65
              Deefgea	26	0	20	0	21	54	0	221	0	111	39	0	0	0	16	13	11	115	66	14	10	126	0	0
              Deferrimonas	18	0	16	0	14	25	0	68	0	26	21	31	16	11	29	0	0	49	21	0	0	22	26	0
              Defluviicoccus	22	17	20	0	22	108	14	201	29	79	62	83	36	36	55	21	28	167	47	17	39	68	76	0
              Delftia	907	499	1689	502	1192	8953	1026	10702	1797	5866	1553	3145	781	902	1731	700	1923	12676	2876	4750	3828	4794	8220	237
              Denitratisoma	81	24	111	35	56	351	84	598	104	263	97	142	125	93	107	34	24	567	155	111	116	209	196	37
              Denitrificimonas	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	38	0	0	0	18	0	0
              Desulfarculus	16	0	0	0	25	38	0	103	0	43	21	12	27	21	26	0	0	101	31	15	18	28	35	0
              Desulfatibacillum	0	0	10	0	0	0	0	20	0	13	0	0	0	0	13	0	0	35	0	0	0	14	10	0
              Desulfobacca	0	0	0	0	0	14	0	20	0	0	0	10	0	0	0	0	0	18	0	0	0	0	0	0
              Desulfobacter	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
              Desulfobacula	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Desulfobulbus	0	0	0	0	0	26	0	89	0	49	0	22	16	11	16	0	0	99	23	11	0	31	10	0
              Desulfocapsa	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Desulfococcus	0	0	0	0	0	14	0	37	0	14	12	13	18	0	18	0	0	21	12	0	0	15	13	0
              Desulfocurvibacter	0	0	0	0	0	29	0	65	0	27	14	28	20	0	11	0	0	54	21	0	20	22	16	0
              Desulfoglaeba	0	0	0	0	0	14	0	33	0	17	11	0	10	0	14	0	0	31	14	0	0	13	0	0
