taxonomy.name	D2000120	D2000121	D2000122	D2000123	D2000124	D2000125	D2000126	D2000127	D2000128	D2000129	D2000130	D2000131	D2000132	D2000134	D2000135	D2000137	D2000138	D2000139	D2000140	D2000141	D2000142	D2000143	D2000144	D2000145
              Moellerella	14	0	0	24	0	0	0	0	0	0	18	31	0	20	0	0	0	0	0	0	0	0	94	0
              Moraxella	0	0	46	0	0	37	33	242	36	61	38	0	49	0	0	0	0	101	35	0	15	85	17	0
              Morganella	36	77	48	33	29	49	15	130	34	42	111	54	24	129	37	0	18	85	52	23	36	77	103	0
              Moritella	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	35	0	0	0	56	0	0
              Musicola	12	50	17	20	0	30	0	50	0	31	20	21	11	29	16	0	0	55	20	0	15	48	24	0
              Mycetohabitans	55	54	64	24	63	287	38	254	120	113	50	304	47	105	81	31	26	193	67	115	250	99	177	30
              Mycoavidus	0	39	0	0	13	47	31	131	18	45	13	36	0	30	17	0	0	105	0	0	206	70	137	34
              Mycoplasmoides	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Neisseria	109	45	156	0	72	627	97	1561	77	606	280	194	97	87	158	0	0	1102	324	163	123	722	271	0
              Neoasaia	28	15	10	0	19	43	22	91	17	39	33	69	31	18	31	0	0	51	18	34	39	34	60	20
              Neokomagataea	0	0	0	0	0	14	0	17	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
              Neotabrizicola	35	14	25	18	18	141	26	220	27	132	87	65	59	31	104	29	38	174	75	42	81	108	83	14
              Neptunomonas	0	0	0	0	0	0	0	56	0	0	15	0	0	0	0	0	0	67	10	0	0	50	0	0
              Nisaea	30	23	37	0	26	124	26	284	43	114	89	95	75	29	109	16	30	201	75	65	63	99	100	25
              Nissabacter	18	52	48	14	10	60	15	99	11	49	57	48	12	81	52	11	11	95	24	24	39	46	53	0
              Nitratifractor	0	0	0	0	0	11	0	10	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
              Nitratireductor	238	114	120	103	196	465	99	1094	121	917	428	343	271	168	877	97	210	1085	369	192	315	666	469	160
              Nitrincola	13	0	0	0	0	14	0	39	0	16	0	0	0	0	0	0	12	23	14	10	0	18	11	0
              Nitrobacter	826	433	219	303	312	950	190	761	1191	673	268	8530	537	606	1705	121	890	1032	184	264	4726	399	2327	1464
              Nitrogeniibacter	80	76	138	56	117	438	109	675	93	278	92	220	117	75	159	46	57	598	183	140	138	321	247	38
              Nitrosococcus	0	0	0	0	0	12	0	91	0	0	14	14	0	0	12	0	0	80	13	0	0	38	25	0
              Nitrosomonas	14	0	17	0	14	67	0	298	0	129	30	33	0	0	0	0	0	174	46	0	21	128	42	0
              Nitrosospira	18	86	29	38	12	135	40	348	61	261	159	75	88	0	200	11	0	390	139	43	93	194	217	15
              Nitrospira	39	10	100	15	15	102	39	377	18	99	138	85	99	85	121	0	16	370	155	50	55	89	114	11
              Nitrospirillum	118	62	150	74	102	425	94	746	145	342	166	265	139	90	189	63	82	508	171	162	153	329	213	62
              Niveibacterium	69	54	119	48	69	403	94	422	86	213	81	186	97	92	80	45	51	401	126	173	131	169	231	44
              Niveispirillum	51	36	34	28	43	194	52	373	50	163	82	133	55	54	98	18	53	265	91	65	74	169	161	26
              Nordella	351	79	74	78	100	274	65	695	74	543	239	244	278	152	697	47	133	726	210	185	197	398	808	154
              Novacetimonas	24	0	0	0	18	19	17	74	0	36	22	31	0	14	52	0	13	78	14	0	24	32	43	0
              Noviherbaspirillum	209	162	542	208	422	1591	545	1110	275	684	340	482	252	343	314	190	108	1386	457	497	431	1376	463	106
              Novosphingobium	3331	878	1741	715	1323	7997	1721	16335	2132	5042	3661	4676	1462	1897	3368	891	2510	6756	3499	2553	3533	5437	3939	1754
              Novosphingopyxis	239	48	87	38	64	413	107	760	122	243	130	395	80	108	198	63	155	309	188	91	318	234	181	98
              Obesumbacterium	0	0	0	0	42	0	0	23	0	0	734	0	0	12	0	0	12	0	23	0	0	0	0	0
              Occallatibacter	35	27	12	12	25	73	56	143	162	50	31	426	71	46	56	13	47	129	38	24	155	45	297	27
              Oceanicoccus	0	0	0	0	0	0	0	47	0	25	14	10	0	0	0	0	0	27	12	0	0	42	0	0
              Oceanicola	27	10	12	0	11	71	12	110	11	52	26	28	22	15	51	10	18	90	26	24	38	73	32	10
              Oceanidesulfovibrio	13	0	0	0	15	45	12	55	13	32	10	21	29	0	32	0	0	69	14	12	14	31	36	0
              Oceanimonas	22	0	19	13	11	54	10	135	15	48	21	37	14	25	29	0	15	87	20	17	20	30	25	21
              Oceanisphaera	0	0	0	0	0	0	0	69	0	12	12	0	0	0	0	0	0	23	14	0	0	38	11	0
              Octadecabacter	20	0	19	0	0	89	0	192	0	120	34	53	0	12	79	0	15	173	45	0	38	83	75	0
              Oecophyllibacter	0	0	10	0	0	34	0	26	12	23	13	24	0	0	25	0	13	24	11	0	0	16	19	0
              Oleidesulfovibrio	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	39	0	14	0	0	0	0
              Oleiphilus	0	0	0	0	0	0	0	74	0	0	12	0	0	0	0	0	0	52	12	0	0	27	11	0
              Oligella	0	0	0	0	0	0	0	56	0	32	0	0	0	0	0	0	0	56	0	0	0	58	0	0
              Oricola	44	36	28	18	36	142	50	295	45	207	109	114	62	39	203	30	37	210	91	37	93	164	104	33
              Orrella	144	72	337	84	127	656	118	798	144	506	127	280	113	165	483	75	172	701	173	294	218	448	540	46
              Oryzomicrobium	41	11	53	20	43	200	54	258	38	108	53	94	35	43	57	17	28	296	80	65	61	156	65	26
              Ottowia	544	292	893	279	552	2624	594	4755	454	2152	703	974	489	529	794	347	227	3801	1235	1163	490	1826	1281	157
              Oxalobacter	16	0	81	49	52	191	73	233	48	123	76	75	13	29	80	15	32	250	69	58	37	238	81	0
              Pacificitalea	28	0	12	21	0	64	0	155	28	68	47	55	24	0	47	0	24	102	41	26	38	53	55	15
              Paenalcaligenes	0	0	0	0	0	10	0	59	0	0	0	0	0	0	0	0	0	32	10	0	0	27	0	0
              Paludibacterium	102	58	170	26	66	362	82	478	72	259	123	178	106	102	184	38	44	416	154	150	116	224	242	27
              Paludibaculum	33	25	20	14	26	102	17	233	44	73	76	84	103	30	78	15	37	234	54	41	67	89	132	0
              Pandoraea	1027	610	1896	603	1075	5461	1205	4923	1467	2382	1025	3086	983	1254	1702	740	697	4371	1375	2056	1929	2460	2675	447
              Pannonibacter	109	59	103	72	114	343	81	872	103	547	327	214	129	121	366	74	88	814	228	129	152	468	257	74
              Pantoea	134125	481935	727364	258322	613937	132879	182875	6625	39934	1331	61027	151255	85412	683963	40026	92993	37664	9195	2724	27842	19367	2281	88255	1983
              Paraburkholderia	5499	26996	18294	16586	21982	84179	31651	13436	38199	6804	3975	49634	6706	31155	14568	12361	24963	12257	3460	12591	32020	6742	95869	5150
              Paracoccus	934	385	790	412	834	3057	706	5713	845	3122	1553	1854	1093	800	2626	368	705	4499	1542	1137	1434	2540	1847	620
              Paradevosia	330	92	129	87	293	499	124	1541	176	1385	907	499	339	221	937	82	234	1607	634	279	407	1066	695	193
              Paraglaciecola	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	51	0	0	0	28	11	0
              Paralcaligenes	36	18	90	24	52	172	39	235	46	114	47	88	28	56	85	20	40	196	77	69	88	101	108	28
              Paralysiella	0	0	26	0	17	33	0	85	0	25	14	25	0	0	23	24	0	62	17	0	0	41	15	0
              Paraneptunicella	0	0	0	0	0	15	0	35	0	0	13	0	0	0	0	0	0	14	0	0	0	17	0	0
              Paraphotobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
              Pararhodospirillum	34	13	25	0	18	71	20	194	16	70	37	60	31	17	38	0	24	129	34	24	37	52	52	0
              Parasedimentitalea	10	0	0	15	0	24	0	40	10	18	0	19	0	14	25	0	0	41	22	11	0	23	14	0
              Parashewanella	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
              Parasphingopyxis	194	94	116	60	96	560	125	960	197	351	225	483	97	144	227	65	236	399	202	144	345	313	318	136
              Parasphingorhabdus	73	12	46	13	35	185	40	450	64	148	86	107	16	32	73	0	73	161	93	66	113	121	98	15
              Paraurantiacibacter	146	13	47	13	26	216	23	668	67	203	129	139	49	54	88	19	54	223	148	62	135	190	145	54
              Parazoarcus	72	21	96	27	87	373	71	537	76	248	102	194	82	56	133	77	46	407	124	134	112	234	185	37
              Paremcibacter	11	0	0	0	12	26	0	60	0	32	17	20	18	12	0	0	15	43	23	10	16	29	34	0
              Paroceanicella	71	21	62	43	55	207	36	383	71	195	116	119	63	64	163	41	56	380	89	55	117	149	188	51
              Parvibaculum	99	34	16	17	28	153	55	447	90	204	98	221	127	33	119	26	62	406	75	77	83	165	153	53
              Parvularcula	0	0	0	0	0	29	11	73	15	42	18	29	23	0	21	0	0	55	0	0	31	26	26	0
              Pasteurella	0	0	50	0	21	0	0	65	0	0	44	0	0	60	0	0	31	47	31	0	0	35	37	0
              Paucibacter	214	126	397	67	200	1306	247	2215	207	1247	247	516	177	262	204	164	73	3037	757	634	281	873	480	71
              Pectobacterium	381	724	1411	510	555	246	185	583	60	144	898	589	122	1139	351	165	204	339	64	108	393	247	1149	0
              Pelagerythrobacter	124	0	55	13	30	207	53	745	45	227	166	156	47	65	134	31	67	263	148	57	168	221	151	61
              Pelagibacterium	163	53	89	56	124	354	73	831	91	852	545	249	157	116	458	38	106	975	351	145	184	648	303	118
              Pelagovum	31	21	26	18	43	110	31	225	33	131	90	55	54	33	106	25	29	228	51	46	30	118	76	15
              Pelistega	0	0	0	0	0	0	0	30	0	17	0	0	0	0	0	0	11	15	0	0	0	0	0	0
              Pelobacter	0	0	0	0	0	16	0	83	0	21	16	23	0	11	15	0	0	85	20	16	0	25	14	0
              Permianibacter	24	0	13	0	12	56	11	160	15	41	17	25	19	12	31	0	0	124	22	17	32	65	46	10
              Persicimonas	29	24	24	12	30	75	21	252	16	72	42	48	45	0	69	16	26	223	46	27	22	79	49	0
              Peteryoungia	60	21	34	51	71	160	34	284	35	299	109	77	50	52	170	49	48	251	81	33	78	217	69	55
              Phaeobacter	88	38	61	53	76	275	72	543	71	263	168	222	71	84	266	0	83	489	165	95	121	266	179	34
              Phenylobacterium	3195	354	1159	730	827	4680	841	22684	1185	9230	3663	2150	2163	1485	3793	500	880	9401	3798	1869	1640	6201	3336	898
              Photobacterium	18	0	0	0	0	141	0	317	0	100	62	76	0	22	29	0	19	244	39	0	22	110	111	0
              Photorhabdus	0	19	0	36	0	20	18	51	0	20	25	0	0	143	25	0	0	24	0	0	11	23	52	0
              Phreatobacter	382	160	249	179	298	1004	203	1759	300	1305	601	781	499	289	1009	141	265	1900	415	363	506	997	759	234
              Phyllobacterium	5611	3183	562	2385	1204	4837	584	10673	249	22914	2495	884	2811	3060	70662	540	5884	5032	1827	2184	1249	3341	12731	2650
              Phytobacter	0	19	22	64	14	45	0	38	0	32	199	15	0	64	21	0	0	28	21	0	25	43	47	0
              Pigmentiphaga	246	179	560	229	283	1202	230	1465	219	759	310	460	228	301	374	181	216	1322	361	493	352	785	767	75
              Pikeienuella	39	13	30	21	30	115	38	273	50	116	57	121	36	31	99	21	33	237	55	48	68	113	92	26
              Piscirickettsia	0	0	0	0	0	0	0	45	0	15	20	0	0	0	0	0	0	14	0	0	0	12	0	0
              Pistricoccus	0	0	11	0	0	58	13	89	0	44	32	22	20	26	45	11	10	92	23	10	25	51	49	0
              Plesiomonas	0	20	12	0	10	16	0	78	0	20	20	18	12	36	0	0	0	40	25	11	11	52	25	0
              Pluralibacter	78	72	75	36	20	103	36	187	21	69	52	67	19	67	67	17	10	149	35	44	59	76	227	15
              Polaromonas	3214	4232	16652	2005	5483	28500	5827	62388	542	38761	9192	1246	2328	4127	3580	4045	629	44995	12210	14094	856	16366	6483	400
              Polymorphobacter	243	59	135	81	135	634	170	800	173	308	220	458	124	132	263	71	207	495	153	204	334	334	314	178
              Polymorphum	81	37	38	28	46	214	41	363	53	240	97	183	77	71	175	39	66	345	116	90	119	202	128	45
              Polynucleobacter	47	18	73	0	54	377	55	1842	26	650	163	125	21	33	46	31	0	892	324	45	50	951	111	15
              Pontibrevibacter	34	0	16	0	16	46	0	107	28	68	31	39	29	37	45	0	14	94	28	14	34	52	51	14
              Ponticoccus	34	24	21	13	31	110	32	151	25	125	47	60	34	24	105	23	32	143	46	42	43	87	71	11
              Pontivivens	40	13	48	12	34	106	22	187	35	95	38	61	60	29	99	15	15	158	46	33	47	82	66	18
              Pragia	0	0	0	10	0	0	0	15	0	15	16	0	0	21	0	0	0	0	0	0	0	25	18	0
              Profundibacter	17	0	14	0	14	41	0	39	12	32	17	24	12	11	25	0	0	32	16	16	18	21	26	0
              Proteus	93	78	38	79	0	22	0	141	37	39	83	65	0	64	27	0	98	102	0	22	28	64	276	0
              Providencia	772	93	65	1098	22	0	0	307	0	0	181	544	0	234	46	0	50	371	0	342	51	116	4447	0
              Pseudazoarcus	67	25	86	34	42	275	74	361	51	157	70	90	55	28	64	23	25	332	104	100	73	158	147	25
              Pseudemcibacter	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
              Pseudescherichia	12	40	23	0	10	17	0	36	0	12	22	15	0	40	16	0	0	31	15	0	19	25	31	0
              Pseudoalteromonas	0	0	0	0	51	123	0	659	19	129	64	42	41	0	43	0	0	385	83	0	33	368	92	0
              Pseudobdellovibrio	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	17	0	0	0	12	0	0
              Pseudochrobactrum	0	0	0	48	37	139	0	152	0	149	39	0	32	40	200	0	40	164	37	65	119	114	167	0
              Pseudocitrobacter	0	13	43	0	0	17	0	26	0	11	0	0	0	17	17	0	0	35	0	0	0	17	13	0
              Pseudodesulfovibrio	25	0	33	0	0	153	31	378	25	124	53	90	40	0	159	0	0	321	75	30	23	125	83	0
              Pseudogulbenkiania	53	31	99	38	45	278	78	340	50	160	84	138	69	63	90	45	34	295	122	76	118	187	128	32
              Pseudohalocynthiibacter	0	0	0	0	0	81	0	185	0	98	108	0	0	0	74	0	0	102	0	0	0	0	0	0
              Pseudolabrys	564	218	241	148	406	975	338	1450	813	1063	750	1718	1511	445	960	174	477	2363	405	347	1420	1184	1036	583
              Pseudolysobacter	262	155	135	70	97	355	82	1713	310	492	234	570	304	158	244	64	176	562	384	181	436	214	808	400
              Pseudomonas	244910	649998	784664	263264	1961542	439953	260520	333834	64418	272047	1463620	353259	741082	493979	1955437	171340	367633	237973	87450	105962	316082	438813	411528	33517
              Pseudooceanicola	36	16	35	19	32	140	33	266	26	172	87	79	44	35	138	24	41	227	69	45	63	122	94	25
              Pseudopuniceibacterium	24	0	23	13	30	72	25	162	21	95	41	57	27	34	50	0	19	115	41	23	30	48	53	25
              Pseudorhodobacter	14	0	0	0	0	25	0	38	0	25	14	21	0	0	18	0	0	32	22	0	10	20	12	0
              Pseudorhodoplanes	141	62	67	85	135	306	59	534	123	415	246	292	291	134	444	48	93	857	154	116	207	385	291	85
              Pseudosulfitobacter	78	34	72	30	61	207	57	414	48	258	98	159	112	89	189	37	78	384	124	99	124	208	168	39
              Pseudothauera	31	0	51	21	23	130	32	201	39	107	31	52	30	14	48	11	20	197	63	47	47	97	59	14
              Pseudovibrio	12	0	0	0	15	59	0	110	0	79	54	33	20	0	66	0	0	113	0	14	39	46	41	0
              Pseudoxanthomonas	7086	1355	5150	2575	1397	5623	1308	242018	2538	24865	12967	3912	2951	3710	9385	743	5315	19402	24193	5068	3881	11964	10432	3019
              Psychrobacter	0	0	0	0	0	0	0	230	0	45	0	0	0	0	0	0	0	84	0	0	0	53	0	0
              Psychrodesulfovibrio	0	0	0	0	0	0	0	48	0	0	0	15	0	0	0	0	0	35	0	0	0	21	23	0
              Psychromonas	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	12	0	0	0	10	11	0
              Psychrosphaera	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Pukyongiella	31	18	17	19	41	113	16	218	19	121	58	68	39	31	94	26	23	166	45	45	40	79	60	22
              Pulveribacter	178	96	283	95	201	986	196	1724	162	813	293	420	148	193	251	120	90	1598	428	371	241	772	411	54
              Pusillimonas	156	83	302	87	128	574	143	1054	122	472	160	267	105	169	250	91	96	814	228	250	214	463	439	40
              Pyramidobacter	0	0	0	0	0	25	0	27	0	28	0	11	10	0	15	0	0	31	0	0	0	16	0	0
              Pyruvatibacter	60	10	20	19	26	96	20	214	49	117	68	102	70	37	92	10	29	187	62	34	57	79	114	19
              Qingshengfaniella	12	0	0	0	16	43	0	83	0	61	28	29	16	11	32	0	0	69	39	17	28	38	35	0
              Qipengyuania	1541	338	569	182	494	2786	543	8211	965	2214	1774	1891	551	641	1525	356	872	2982	1868	800	1650	2445	1494	692
              Quatrionicoccus	46	30	54	17	47	229	61	311	58	117	50	85	47	44	52	18	33	274	111	97	66	163	104	25
              Rahnella	4677	631	894	108	62021	427	103	3202	26	447	774578	350	23	824	192	88	140	434	3196	217	262	351	289	18
              Ralstonia	1335	859	2345	760	1439	7756	2005	8237	1624	3840	1404	9893	1322	1477	7585	999	721	7218	2254	3062	2274	13321	3208	638
              Ramlibacter	2341	1133	4061	1197	2779	11059	2511	20148	1668	8222	3740	3700	2473	2101	3241	1481	826	17385	5313	4798	1977	8120	4949	839
              Reinekea	0	0	0	0	0	0	0	38	0	12	13	12	0	0	11	0	0	45	0	0	0	28	13	0
              Rheinheimera	0	0	16	0	0	24	0	172	0	30	37	0	0	0	0	0	0	92	23	0	0	117	15	0
              Rhizobacter	3158	1941	6511	1477	2922	20449	3585	18268	2598	13040	2720	5682	2812	3319	2731	2426	1439	24961	5504	11328	2765	7245	6651	1003
              Rhizorhabdus	1207	493	793	407	592	3442	824	5204	1177	1998	1362	2995	647	881	1323	430	1180	3145	1153	1043	2077	2607	2013	908
              Rhodanobacter	15224	12310	2414	3406	1032	8886	1837	29600	49797	6706	2390	72328	26010	8429	10550	819	15130	3464	1980	1380	87509	1418	22923	28951
              Rhodobaca	10	0	0	0	0	31	10	45	0	44	17	16	18	11	16	0	0	49	0	0	13	23	16	0
              Rhodobacter	136	47	118	63	105	375	96	712	129	428	166	250	141	118	398	63	108	611	168	190	212	335	281	93
              Rhodoferax	1932	1217	5160	1243	3964	15779	3293	25421	1243	11529	4030	3116	1853	2265	3089	1769	1039	18182	6052	6906	1548	8476	4621	627
              Rhodomicrobium	34	20	28	25	35	98	29	217	54	103	52	141	74	43	101	14	34	240	58	44	76	102	109	38
              Rhodophyticola	13	12	0	0	11	33	0	72	11	39	16	29	16	0	33	10	15	65	26	14	18	25	19	0
              Rhodoplanes	381	267	194	219	615	769	311	1122	306	882	447	915	1732	334	1053	170	268	2024	288	280	719	720	1090	266
              Rhodopseudomonas	1905	1054	1646	942	5182	9185	2251	5286	2034	4659	1757	10784	2783	1900	4980	1189	2027	9029	1183	2262	5480	3882	5168	1516
              Rhodospirillum	118	36	95	25	70	318	71	659	105	317	153	239	152	81	255	42	77	517	148	175	144	250	193	53
              Rhodovastum	78	87	85	38	78	307	72	487	114	194	86	202	117	87	235	41	68	408	111	112	143	216	230	46
              Rhodovulum	104	41	77	0	39	262	40	548	54	252	156	174	137	69	192	30	40	415	111	85	82	229	184	56
              Rickettsiella	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
              Rodentibacter	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
              Roseateles	984	581	1881	437	987	6118	1198	8674	1194	5234	891	2651	978	1037	1001	677	479	10769	2546	2639	1373	3254	2431	341
              Roseibacterium	34	0	19	0	20	69	16	93	25	62	24	49	21	15	43	0	13	92	27	17	33	70	49	0
              Roseibium	202	104	111	93	153	468	100	907	112	663	316	333	185	177	461	84	152	892	287	201	189	512	409	121
              Roseicitreum	12	13	18	0	18	59	17	86	23	49	41	40	17	15	50	0	14	70	12	15	24	42	38	26
              Roseitalea	83	26	43	28	61	164	35	312	56	232	151	112	65	56	221	21	57	340	114	69	81	171	139	44
              Roseivivax	119	12	51	37	56	238	55	412	65	253	114	158	111	55	195	14	52	382	126	96	96	209	145	31
              Roseobacter	21	0	41	0	14	108	24	185	13	100	33	45	31	10	85	0	0	187	49	0	63	74	82	13
              Roseococcus	36	35	34	26	39	91	47	262	31	139	63	89	90	39	119	22	44	263	74	52	102	93	104	17
              Roseomonas	583	320	587	234	457	1681	415	2736	543	1467	825	1137	697	450	1357	254	378	2619	631	691	826	1236	1165	236
              Roseovarius	141	51	144	21	115	463	115	977	185	516	287	350	219	173	472	64	102	859	270	208	263	409	399	56
              Rouxiella	31	161	74	36	127	62	0	89	0	48	435	72	26	224	47	0	23	79	25	34	28	49	89	0
              Rubrivivax	1192	618	1938	438	913	7071	1203	7531	1834	3923	801	3396	1142	1128	1264	718	466	7441	2133	2956	1758	2185	2765	474
              Ruegeria	77	0	65	26	54	265	29	593	40	291	153	170	79	41	289	15	26	463	144	102	106	237	227	26
              Rugosibacter	16	0	39	0	14	76	0	130	13	70	15	36	19	12	18	0	10	101	31	21	24	58	38	15
              Saccharobesus	0	0	0	0	0	0	0	23	0	0	13	0	0	0	0	0	0	12	0	0	0	25	0	0
              Saccharophagus	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	32	16	0	0	84	0	0
              Saccharospirillum	0	0	0	15	0	32	12	100	0	23	15	23	17	0	30	0	10	77	27	20	23	66	25	0
              Sagittula	64	30	53	0	38	168	56	324	59	174	96	116	70	69	136	38	46	294	100	108	88	154	110	32
              Salaquimonas	31	12	20	13	23	53	20	141	24	119	59	61	35	27	106	16	23	143	41	24	49	65	80	13
              Salidesulfovibrio	0	0	0	0	0	19	12	65	0	18	16	24	20	0	19	0	0	34	0	0	0	20	13	0
              Salinicola	30	16	30	13	30	127	29	181	32	90	53	56	32	42	62	19	15	140	35	44	35	81	84	22
              Saliniradius	0	0	0	0	0	0	0	26	0	0	0	13	15	0	0	0	0	34	0	0	0	30	0	0
              Salinisphaera	45	10	27	27	10	78	23	240	46	83	38	92	69	21	49	0	19	203	43	36	68	66	89	20
              Salinispira	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Salinivibrio	0	0	0	0	0	26	0	101	0	22	24	0	0	15	0	0	18	49	0	0	0	26	16	0
              Salipiger	161	56	103	45	104	452	93	757	105	473	171	265	167	84	381	53	124	694	217	161	175	394	292	74
              Salmonella	737	1242	2437	1843	1167	1101	907	1998	1276	1113	1498	1160	463	1337	1350	623	340	1748	2488	630	763	1628	1789	0
              Sandaracinobacteroides	114	32	63	16	52	178	47	366	70	112	59	128	55	54	119	36	58	206	99	74	93	134	105	24
              Scandinavium	11	43	24	0	15	20	0	45	0	14	91	22	12	35	10	0	0	24	13	11	0	22	24	0
              Schlegelella	649	349	1017	252	508	3518	540	3596	733	1807	432	1580	602	590	646	357	274	3650	981	1561	792	1141	1525	196
              Sediminicoccus	31	21	54	18	35	104	28	197	23	107	60	83	56	28	85	13	43	237	48	57	52	85	91	23
              Sediminispirochaeta	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Serpentinimonas	202	99	344	85	195	1069	225	2042	226	876	260	420	208	194	310	139	80	1541	464	476	186	684	467	82
              Serratia	190854	634916	372906	146775	35914	7133	692	54706	69160	9019	9248	264261	1024	1755397	452737	111786	179813	32123	11622	102097	508240	3788	1364144	1247
              Shewanella	47	0	105	0	0	323	0	1566	0	364	256	112	67	0	106	0	0	929	206	0	80	938	174	0
              Shigella	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Shimwellia	0	22	22	10	0	18	0	37	16	14	17	23	0	34	0	0	0	29	0	13	12	0	20	0
              Shinella	1169	422	789	718	1266	3658	908	13064	847	10432	3129	1560	993	1019	3588	741	680	10302	3984	1303	1143	7243	2074	665
              Siccibacter	0	32	22	15	10	25	11	37	0	23	11	27	0	35	18	0	0	48	21	12	19	22	36	0
              Sideroxyarcus	45	0	59	26	34	158	42	193	55	86	62	73	37	30	61	0	25	201	46	49	59	85	80	0
              Sideroxydans	34	11	22	11	18	99	29	141	17	52	27	59	21	27	20	17	20	136	56	24	30	74	63	0
              Silicimonas	37	16	24	15	26	116	17	172	21	94	66	62	31	38	97	18	16	175	52	46	43	94	62	25
              Simiduia	0	0	22	0	0	64	0	243	12	47	32	26	13	0	13	0	0	139	47	26	0	174	45	0
              Simonsiella	0	0	0	0	0	11	0	32	0	12	0	0	0	0	0	0	0	19	0	0	0	24	0	0
              Simplicispira	147	101	339	87	187	915	173	1861	115	916	364	296	140	165	222	123	82	1598	528	355	167	831	367	30
              Sinimarinibacterium	30	0	11	0	0	83	20	190	33	50	22	34	45	12	49	17	18	176	40	27	30	77	69	0
              Skermanella	303	209	250	127	185	814	167	1702	224	898	431	568	408	209	806	127	183	1668	400	329	325	763	640	135
              Sneathiella	0	0	0	0	0	28	0	86	0	26	0	11	10	16	11	0	0	36	13	11	0	15	0	0
              Snodgrassella	0	0	0	0	0	0	0	34	0	13	13	0	0	0	0	0	0	23	14	0	0	26	0	0
              Sodalis	29	69	52	16	20	123	0	206	12	83	79	83	42	99	176	0	44	177	49	21	44	91	104	0
              Solidesulfovibrio	18	0	0	0	0	77	35	171	19	90	41	29	31	0	72	0	0	158	35	19	0	60	50	0
              Solimonas	101	57	126	49	55	342	71	751	70	297	139	229	122	80	186	50	71	607	252	124	114	218	231	64
              Spartinivicinus	0	0	0	0	0	0	0	30	0	16	0	0	0	0	0	0	0	11	0	0	0	19	0	0
              Sphaerochaeta	0	0	0	0	0	0	0	20	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
              Sphaerotilus	1402	663	2166	435	1210	7759	1328	9053	1835	4530	893	3618	1390	1226	1243	878	526	9211	2427	3360	1846	2854	3071	494
              Sphingobium	4638	1899	3098	1386	2804	13165	3100	21832	3553	8295	4771	9180	2368	3231	4856	1453	4819	9737	4076	4182	6907	8803	6844	3182
              Sphingomicrobium	633	83	235	82	137	990	225	1546	273	575	432	685	169	230	440	139	257	650	457	289	595	717	447	210
              Sphingomonas	52675	49583	32223	17712	32177	187051	42927	204823	37566	105929	44359	90300	23517	40612	60668	19343	59086	94153	31252	79318	76632	142532	131677	50716
              Sphingopyxis	6758	1305	2319	2023	2529	10672	2036	167349	6353	56869	22376	8490	2586	2671	12317	1149	10398	20441	19628	9557	15860	23982	9519	8255
              Sphingorhabdus	241	80	154	88	112	644	149	1389	206	520	335	490	155	140	253	79	211	551	277	212	316	438	304	170
              Sphingosinicella	1124	269	499	244	328	2387	468	3922	848	1490	1031	1711	514	563	989	319	640	2242	869	679	1273	1693	1132	541
              Sphingosinithalassobacter	531	205	316	141	215	1709	365	2356	440	933	571	1073	281	429	597	169	651	1112	390	513	862	1140	568	468
              Spiribacter	94	16	67	24	35	265	36	598	77	205	118	154	164	74	159	23	76	503	176	110	123	191	206	50
              Spirochaeta	0	0	0	0	0	0	0	41	0	0	0	13	11	0	11	0	0	48	0	0	0	10	20	0
              Spongiibacter	0	0	37	0	12	67	0	215	0	73	23	31	18	0	38	0	0	127	46	0	15	115	42	0
              Stappia	164	55	94	65	104	380	86	658	122	432	249	288	156	97	370	66	100	730	215	152	228	375	273	93
              Starkeya	315	126	160	125	229	600	165	1188	223	1058	391	488	485	349	1165	122	327	1272	266	295	365	637	718	164
